Earnings_Year,Earnings_Canada_Yearly,Housing_Price_Year,Composite_Benchmark,One_Storey_Benchmark,Two_Storey_Benchmark,Townhouse_Benchmark,Apartment_Benchmark,Office_year,office_region,office_property_type,office_index_value,consumer_index_year,consumer_index_value
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,65.8,2002,120.6
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,61,2002,119.3
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,54.2,2002,120.7
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,65.8,2002,119.2
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,61.8,2002,0.6
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,61.7,2002,0.8
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,63.7,2002,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,60.9,2002,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,60,2002,101.2
,,,,,,,,1986,"Toronto, Ontario",Office,61.9,2002,101.2
,,,,,,,,1986,"Toronto, Ontario",Office,56.4,2002,2.9
,,,,,,,,1986,"Toronto, Ontario",Office,68.6,2002,101.3
,,,,,,,,1986,"Toronto, Ontario",Office,60.1,2002,101.4
,,,,,,,,1986,"Toronto, Ontario",Office,59.7,2002,120.9
,,,,,,,,1986,"Toronto, Ontario",Warehouse,55.9,2002,119.6
,,,,,,,,1986,"Toronto, Ontario",Warehouse,60.3,2002,121.1
,,,,,,,,1986,"Toronto, Ontario",Warehouse,54.1,2002,119.5
,,,,,,,,1986,"Toronto, Ontario",Warehouse,56.8,2002,0.5
,,,,,,,,1986,"Toronto, Ontario",Warehouse,62.3,2002,0.6
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,61.5,2002,0
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,60.7,2002,0
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,59.1,2002,101.3
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,69.3,2002,101.5
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,70.1,2002,2.4
,,,,,,,,1986,"Toronto, Ontario",Light factory,55.8,2002,100.9
,,,,,,,,1986,"Toronto, Ontario",Light factory,64.4,2002,101.3
,,,,,,,,1986,"Toronto, Ontario",Light factory,53.1,2002,120.5
,,,,,,,,1986,"Toronto, Ontario",Light factory,55.3,2002,119.7
,,,,,,,,1986,"Toronto, Ontario",Light factory,55.2,2002,120.9
,,,,,,,,1986,"Toronto, Ontario",School,61.4,2002,119.9
,,,,,,,,1986,"Toronto, Ontario",School,62.6,2002,0.5
,,,,,,,,1986,"Toronto, Ontario",School,61.7,2002,0.6
,,,,,,,,1986,"Toronto, Ontario",School,61,2002,0
,,,,,,,,1986,"Toronto, Ontario",School,57.1,2002,0
,,,,,,,,1986,"Calgary, Alberta",Office,63.3,2003,101.3
,,,,,,,,1986,"Calgary, Alberta",Office,50.9,2003,101.8
,,,,,,,,1986,"Calgary, Alberta",Office,69,2003,2.8
,,,,,,,,1986,"Calgary, Alberta",Office,64.9,2003,101.8
,,,,,,,,1986,"Calgary, Alberta",Office,75.1,2003,102.2
,,,,,,,,1986,"Calgary, Alberta",Warehouse,64,2003,121.5
,,,,,,,,1986,"Calgary, Alberta",Warehouse,56,2003,119.6
,,,,,,,,1986,"Calgary, Alberta",Warehouse,66.5,2003,122
,,,,,,,,1986,"Calgary, Alberta",Warehouse,68.4,2003,120.1
,,,,,,,,1986,"Calgary, Alberta",Warehouse,69.1,2003,0.5
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,64.4,2003,0.6
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,53.5,2003,0
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,65.4,2003,0
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,74.4,2003,101.9
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,78.7,2003,102
,,,,,,,,1986,"Calgary, Alberta",Light factory,62.5,2003,2.9
,,,,,,,,1986,"Calgary, Alberta",Light factory,55.9,2003,102.6
,,,,,,,,1986,"Calgary, Alberta",Light factory,68.8,2003,102.7
,,,,,,,,1986,"Calgary, Alberta",Light factory,61.7,2003,122.4
,,,,,,,,1986,"Calgary, Alberta",Light factory,66.1,2003,120.2
,,,,,,,,1986,"Calgary, Alberta",School,61.7,2003,122.6
,,,,,,,,1986,"Calgary, Alberta",School,52.7,2003,120.4
,,,,,,,,1986,"Calgary, Alberta",School,65.2,2003,0.5
,,,,,,,,1986,"Calgary, Alberta",School,62.7,2003,0.6
,,,,,,,,1986,"Calgary, Alberta",School,64.8,2003,0
,,,,,,,,1986,"Edmonton, Alberta",Office,62.3,2003,0
,,,,,,,,1986,"Edmonton, Alberta",Office,53.3,2003,102.1
,,,,,,,,1986,"Edmonton, Alberta",Office,68.3,2003,102
,,,,,,,,1986,"Edmonton, Alberta",Office,60.4,2003,2.7
,,,,,,,,1986,"Edmonton, Alberta",Office,66.3,2003,102.9
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,65.1,2003,102.8
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,58.6,2003,122.9
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,68.3,2003,120.5
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,63.3,2003,122.7
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,64.7,2003,120.4
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,65.3,2003,0.4
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,56.4,2003,0.5
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,68.8,2003,0
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,71.6,2003,0
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,62.9,2003,102.1
,,,,,,,,1986,"Edmonton, Alberta",Light factory,62.9,2003,102
,,,,,,,,1986,"Edmonton, Alberta",Light factory,57.7,2003,2
,,,,,,,,1986,"Edmonton, Alberta",Light factory,68.1,2003,102.2
,,,,,,,,1986,"Edmonton, Alberta",Light factory,62.7,2003,102.1
,,,,,,,,1986,"Edmonton, Alberta",Light factory,57.6,2003,122
,,,,,,,,1986,"Edmonton, Alberta",School,63.5,2003,120.5
,,,,,,,,1986,"Edmonton, Alberta",School,56.8,2003,121.9
,,,,,,,,1986,"Edmonton, Alberta",School,68.2,2003,120.4
,,,,,,,,1986,"Edmonton, Alberta",School,62.7,2003,0.3
,,,,,,,,1986,"Edmonton, Alberta",School,61.5,2003,0.4
,,,,,,,,1986,"Vancouver, British Columbia",Office,69.9,2003,0
,,,,,,,,1986,"Vancouver, British Columbia",Office,68.7,2003,0
,,,,,,,,1986,"Vancouver, British Columbia",Office,71.1,2003,102.3
,,,,,,,,1986,"Vancouver, British Columbia",Office,69.1,2003,102.1
,,,,,,,,1986,"Vancouver, British Columbia",Office,71,2003,2.1
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,70.7,2003,102.3
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,66.6,2003,101.9
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,71.7,2003,122.1
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,75.1,2003,120.7
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,73.5,2003,121.7
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,69.3,2003,120.6
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,65.8,2003,0.3
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,70,2003,0.4
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,74,2003,0
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,70,2003,0
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,68.3,2003,102.1
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,67.7,2003,102
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,71.3,2003,2
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,66.4,2003,102.3
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,64.2,2003,102.1
,,,,,,,,1986,"Vancouver, British Columbia",School,68.8,2003,122.2
,,,,,,,,1986,"Vancouver, British Columbia",School,69.3,2003,120.5
,,,,,,,,1986,"Vancouver, British Columbia",School,71.5,2003,121.9
,,,,,,,,1986,"Vancouver, British Columbia",School,67,2003,120.5
,,,,,,,,1986,"Vancouver, British Columbia",School,63.4,2003,0.2
,,,,,,,,1986,Seven census metropolitan area composite,Office,66.3,2003,0.2
,,,,,,,,1986,Seven census metropolitan area composite,Warehouse,62.9,2003,0
,,,,,,,,1986,Seven census metropolitan area composite,Shopping centre,67.5,2003,0
,,,,,,,,1986,Seven census metropolitan area composite,Light factory,61.4,2003,102.2
,,,,,,,,1986,Seven census metropolitan area composite,School,64.6,2003,102
,,,,,,,,1986,Seven census metropolitan area composite,Apartment,69.7,2003,1.8
,,,,,,,,1986,"Halifax, Nova Scotia",Office,80.9,2003,102.4
,,,,,,,,1986,"Halifax, Nova Scotia",Office,82.9,2003,102.3
,,,,,,,,1986,"Halifax, Nova Scotia",Office,88.1,2003,122.3
,,,,,,,,1986,"Halifax, Nova Scotia",Office,69.3,2003,120.6
,,,,,,,,1986,"Halifax, Nova Scotia",Office,71.9,2003,122.1
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,86.1,2003,120.5
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,87.7,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,90,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,69.9,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,72.5,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,85.7,2003,102.4
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,88.3,2003,102.2
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,89,2003,1.7
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,74.7,2003,102.7
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,78.3,2003,102.6
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,79.7,2003,122.6
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,89.1,2003,120.8
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,88.3,2003,122.5
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,62.2,2003,120.7
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,70,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",School,79.9,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",School,87.3,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",School,85,2003,0
,,,,,,,,1986,"Halifax, Nova Scotia",School,71.1,2003,102.7
,,,,,,,,1986,"Halifax, Nova Scotia",School,71.6,2003,102.5
,,,,,,,,1986,"Montreal, Quebec",Office,71,2003,1.8
,,,,,,,,1986,"Montreal, Quebec",Office,70.9,2003,102.9
,,,,,,,,1986,"Montreal, Quebec",Office,74.6,2003,102.8
,,,,,,,,1986,"Montreal, Quebec",Office,66,2003,122.8
,,,,,,,,1986,"Montreal, Quebec",Office,63,2003,121.2
,,,,,,,,1986,"Montreal, Quebec",Warehouse,74,2003,122.7
,,,,,,,,1986,"Montreal, Quebec",Warehouse,71.7,2003,121.1
,,,,,,,,1986,"Montreal, Quebec",Warehouse,76.3,2003,0
,,,,,,,,1986,"Montreal, Quebec",Warehouse,66.2,2003,0
,,,,,,,,1986,"Montreal, Quebec",Warehouse,66.7,2003,0
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,75.8,2003,0
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,72.7,2003,102.8
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,76.8,2003,102.8
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,77.7,2003,1.7
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,73.8,2003,102.6
,,,,,,,,1986,"Montreal, Quebec",Light factory,67.2,2003,102.7
,,,,,,,,1986,"Montreal, Quebec",Light factory,68,2003,122.5
,,,,,,,,1986,"Montreal, Quebec",Light factory,72.2,2003,121.4
,,,,,,,,1986,"Montreal, Quebec",Light factory,62.3,2003,122.6
,,,,,,,,1986,"Montreal, Quebec",Light factory,64.3,2003,121.4
,,,,,,,,1986,"Montreal, Quebec",School,69.2,2003,0
,,,,,,,,1986,"Montreal, Quebec",School,67.6,2003,0
,,,,,,,,1986,"Montreal, Quebec",School,72.3,2003,0
,,,,,,,,1986,"Montreal, Quebec",School,67,2003,0
,,,,,,,,1986,"Montreal, Quebec",School,60.2,2003,103
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,62.9,2003,102.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,59.1,2003,1.7
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,67,2003,102.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,63.3,2003,102.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,66.6,2003,122.8
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,62.3,2003,121.7
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,61.1,2003,122.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,62.4,2003,121.5
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,61.8,2003,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,66.8,2003,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,64.6,2003,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,62,2003,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,63.5,2003,102.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,72.7,2003,102.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,79,2003,2.1
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,59.3,2003,103
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,65.9,2003,103.4
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,61.1,2003,122.8
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,54.5,2003,121.5
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,66.4,2003,123.3
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,62.4,2003,121.5
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,60.5,2003,0.1
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,64.4,2003,0.1
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,62.2,2003,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,60.6,2003,0.1
,,,,,,,,1986,"Toronto, Ontario",Office,62.9,2004,102.8
,,,,,,,,1986,"Toronto, Ontario",Office,57.3,2004,103.1
,,,,,,,,1986,"Toronto, Ontario",Office,70,2004,1.5
,,,,,,,,1986,"Toronto, Ontario",Office,60.1,2004,103.1
,,,,,,,,1986,"Toronto, Ontario",Office,61.5,2004,103.4
,,,,,,,,1986,"Toronto, Ontario",Warehouse,58,2004,122.9
,,,,,,,,1986,"Toronto, Ontario",Warehouse,61.4,2004,121.3
,,,,,,,,1986,"Toronto, Ontario",Warehouse,56.6,2004,123.4
,,,,,,,,1986,"Toronto, Ontario",Warehouse,57.3,2004,121.7
,,,,,,,,1986,"Toronto, Ontario",Warehouse,64,2004,0.1
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,62.7,2004,0.1
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,61.6,2004,0
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,60.5,2004,0
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,69.7,2004,102.9
,,,,,,,,1986,"Toronto, Ontario",Shopping centre,72.6,2004,103
,,,,,,,,1986,"Toronto, Ontario",Light factory,56.8,2004,1.2
,,,,,,,,1986,"Toronto, Ontario",Light factory,65.4,2004,103.3
,,,,,,,,1986,"Toronto, Ontario",Light factory,54.3,2004,103.4
,,,,,,,,1986,"Toronto, Ontario",Light factory,55.6,2004,123.2
,,,,,,,,1986,"Toronto, Ontario",Light factory,56.9,2004,121.4
,,,,,,,,1986,"Toronto, Ontario",School,62,2004,123.4
,,,,,,,,1986,"Toronto, Ontario",School,63.7,2004,121.6
,,,,,,,,1986,"Toronto, Ontario",School,63.2,2004,0.1
,,,,,,,,1986,"Toronto, Ontario",School,58.9,2004,0.1
,,,,,,,,1986,"Toronto, Ontario",School,58.9,2004,0
,,,,,,,,1986,"Calgary, Alberta",Office,64,2004,0
,,,,,,,,1986,"Calgary, Alberta",Office,51.4,2004,103.2
,,,,,,,,1986,"Calgary, Alberta",Office,70,2004,103.1
,,,,,,,,1986,"Calgary, Alberta",Office,64.6,2004,1.2
,,,,,,,,1986,"Calgary, Alberta",Office,75.3,2004,103.6
,,,,,,,,1986,"Calgary, Alberta",Warehouse,64.5,2004,103.4
,,,,,,,,1986,"Calgary, Alberta",Warehouse,56.6,2004,123.6
,,,,,,,,1986,"Calgary, Alberta",Warehouse,67.6,2004,121.8
,,,,,,,,1986,"Calgary, Alberta",Warehouse,65.2,2004,123.4
,,,,,,,,1986,"Calgary, Alberta",Warehouse,70.8,2004,121.7
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,64.9,2004,0.1
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,54,2004,0.1
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,66.5,2004,0
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,72.7,2004,0
,,,,,,,,1986,"Calgary, Alberta",Shopping centre,79.4,2004,103.3
,,,,,,,,1986,"Calgary, Alberta",Light factory,63,2004,103.2
,,,,,,,,1986,"Calgary, Alberta",Light factory,56.4,2004,1.7
,,,,,,,,1986,"Calgary, Alberta",Light factory,70,2004,103.8
,,,,,,,,1986,"Calgary, Alberta",Light factory,61.3,2004,103.7
,,,,,,,,1986,"Calgary, Alberta",Light factory,66.3,2004,123.9
,,,,,,,,1986,"Calgary, Alberta",School,62.2,2004,121.9
,,,,,,,,1986,"Calgary, Alberta",School,53.2,2004,123.8
,,,,,,,,1986,"Calgary, Alberta",School,66.2,2004,121.9
,,,,,,,,1986,"Calgary, Alberta",School,62.4,2004,0.1
,,,,,,,,1986,"Calgary, Alberta",School,65.4,2004,0.1
,,,,,,,,1986,"Edmonton, Alberta",Office,61.9,2004,0
,,,,,,,,1986,"Edmonton, Alberta",Office,53.2,2004,0
,,,,,,,,1986,"Edmonton, Alberta",Office,67.9,2004,103.5
,,,,,,,,1986,"Edmonton, Alberta",Office,59.9,2004,103.4
,,,,,,,,1986,"Edmonton, Alberta",Office,66.9,2004,1.7
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,64,2004,104.7
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,58.6,2004,104.4
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,66.6,2004,125
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,62.3,2004,122.2
,,,,,,,,1986,"Edmonton, Alberta",Warehouse,65.8,2004,124.7
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,64.8,2004,122.1
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,56.5,2004,0.1
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,68.1,2004,0.1
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,70.1,2004,0
,,,,,,,,1986,"Edmonton, Alberta",Shopping centre,64.2,2004,0
,,,,,,,,1986,"Edmonton, Alberta",Light factory,62.6,2004,103.4
,,,,,,,,1986,"Edmonton, Alberta",Light factory,57.8,2004,103.4
,,,,,,,,1986,"Edmonton, Alberta",Light factory,67.3,2004,1.8
,,,,,,,,1986,"Edmonton, Alberta",Light factory,62.2,2004,104.8
,,,,,,,,1986,"Edmonton, Alberta",Light factory,58.2,2004,104.5
,,,,,,,,1986,"Edmonton, Alberta",School,63.8,2004,125.1
,,,,,,,,1986,"Edmonton, Alberta",School,56.8,2004,122.2
,,,,,,,,1986,"Edmonton, Alberta",School,67.9,2004,124.8
,,,,,,,,1986,"Edmonton, Alberta",School,64.3,2004,122.2
,,,,,,,,1986,"Edmonton, Alberta",School,62.4,2004,0.1
,,,,,,,,1986,"Vancouver, British Columbia",Office,70.1,2004,0.1
,,,,,,,,1986,"Vancouver, British Columbia",Office,68.8,2004,0
,,,,,,,,1986,"Vancouver, British Columbia",Office,71.2,2004,0
,,,,,,,,1986,"Vancouver, British Columbia",Office,69.3,2004,103.6
,,,,,,,,1986,"Vancouver, British Columbia",Office,71.4,2004,103.5
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,70.8,2004,1.8
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,66.8,2004,104.7
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,71.7,2004,104.5
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,76.9,2004,125
,,,,,,,,1986,"Vancouver, British Columbia",Warehouse,74.1,2004,122.4
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,69.4,2004,124.8
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,65.8,2004,122.2
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,70,2004,0.1
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,74.2,2004,0.2
,,,,,,,,1986,"Vancouver, British Columbia",Shopping centre,70.8,2004,0
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,68.6,2004,0
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,67.8,2004,103.4
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,71.4,2004,103.4
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,67,2004,1.6
,,,,,,,,1986,"Vancouver, British Columbia",Light factory,64.7,2004,104.5
,,,,,,,,1986,"Vancouver, British Columbia",School,70,2004,104.4
,,,,,,,,1986,"Vancouver, British Columbia",School,69.4,2004,124.8
,,,,,,,,1986,"Vancouver, British Columbia",School,71.5,2004,122.1
,,,,,,,,1986,"Vancouver, British Columbia",School,71.4,2004,124.6
,,,,,,,,1986,"Vancouver, British Columbia",School,64.1,2004,122.1
,,,,,,,,1986,Seven census metropolitan area composite,Office,67.1,2004,0.1
,,,,,,,,1986,Seven census metropolitan area composite,Warehouse,63.7,2004,0.2
,,,,,,,,1986,Seven census metropolitan area composite,Shopping centre,68.5,2004,0
,,,,,,,,1986,Seven census metropolitan area composite,Light factory,62.2,2004,0
,,,,,,,,1986,Seven census metropolitan area composite,School,65.4,2004,103.7
,,,,,,,,1986,Seven census metropolitan area composite,Apartment,69.4,2004,103.7
,,,,,,,,1986,"Halifax, Nova Scotia",Office,81.1,2004,1.5
,,,,,,,,1986,"Halifax, Nova Scotia",Office,83.3,2004,104.7
,,,,,,,,1986,"Halifax, Nova Scotia",Office,87.9,2004,104.5
,,,,,,,,1986,"Halifax, Nova Scotia",Office,69.3,2004,124.9
,,,,,,,,1986,"Halifax, Nova Scotia",Office,73,2004,122.5
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,86.3,2004,124.8
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,87.6,2004,122.4
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,90.1,2004,0.1
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,70.4,2004,0.2
,,,,,,,,1986,"Halifax, Nova Scotia",Warehouse,74.7,2004,0
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,86.1,2004,0
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,88.3,2004,103.7
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,89,2004,103.8
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,76.8,2004,1.7
,,,,,,,,1986,"Halifax, Nova Scotia",Shopping centre,79.7,2004,104.9
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,80.2,2004,104.9
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,89.2,2004,125.2
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,88.4,2004,122.5
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,63.6,2004,125.3
,,,,,,,,1986,"Halifax, Nova Scotia",Light factory,71.2,2004,122.6
,,,,,,,,1986,"Halifax, Nova Scotia",School,80.3,2004,0.1
,,,,,,,,1986,"Halifax, Nova Scotia",School,87.3,2004,0.1
,,,,,,,,1986,"Halifax, Nova Scotia",School,85,2004,0
,,,,,,,,1986,"Halifax, Nova Scotia",School,72.1,2004,0
,,,,,,,,1986,"Halifax, Nova Scotia",School,71.8,2004,104.2
,,,,,,,,1986,"Montreal, Quebec",Office,71.8,2004,104
,,,,,,,,1986,"Montreal, Quebec",Office,72.5,2004,1.7
,,,,,,,,1986,"Montreal, Quebec",Office,76.3,2004,105.3
,,,,,,,,1986,"Montreal, Quebec",Office,64.1,2004,105.4
,,,,,,,,1986,"Montreal, Quebec",Office,63.5,2004,125.7
,,,,,,,,1986,"Montreal, Quebec",Warehouse,75.4,2004,123.1
,,,,,,,,1986,"Montreal, Quebec",Warehouse,73.7,2004,125.8
,,,,,,,,1986,"Montreal, Quebec",Warehouse,77.9,2004,122.9
,,,,,,,,1986,"Montreal, Quebec",Warehouse,66.7,2004,0.1
,,,,,,,,1986,"Montreal, Quebec",Warehouse,67.4,2004,0.1
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,77.6,2004,0
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,74.5,2004,0
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,78.7,2004,104.2
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,78.1,2004,104.2
,,,,,,,,1986,"Montreal, Quebec",Shopping centre,76.7,2004,1.7
,,,,,,,,1986,"Montreal, Quebec",Light factory,68.6,2004,105.1
,,,,,,,,1986,"Montreal, Quebec",Light factory,69.9,2004,105.5
,,,,,,,,1986,"Montreal, Quebec",Light factory,73.7,2004,125.4
,,,,,,,,1986,"Montreal, Quebec",Light factory,63.1,2004,123.1
,,,,,,,,1986,"Montreal, Quebec",Light factory,64.8,2004,125.9
,,,,,,,,1986,"Montreal, Quebec",School,70.3,2004,123.1
,,,,,,,,1986,"Montreal, Quebec",School,69.3,2004,0
,,,,,,,,1986,"Montreal, Quebec",School,73.9,2004,0.1
,,,,,,,,1986,"Montreal, Quebec",School,67.2,2004,0
,,,,,,,,1986,"Montreal, Quebec",School,60.7,2004,0
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,63.1,2005,103.9
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,59.1,2005,104.3
,,,,,,,,1986,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,67,2005,1.6
