Earnings_Year,Earnings_Canada_Yearly,Housing_Price_Year,Composite_Benchmark,One_Storey_Benchmark,Two_Storey_Benchmark,Townhouse_Benchmark,Apartment_Benchmark,Office_year,office_region,office_property_type,office_index_value,consumer_index_year,consumer_index_value
,,,,,,,,1999,"Vancouver, British Columbia",Office,95.2,,
,,,,,,,,1999,"Vancouver, British Columbia",Office,96.3,,
,,,,,,,,1999,"Vancouver, British Columbia",Office,96.5,,
,,,,,,,,1999,"Vancouver, British Columbia",Office,101,,
,,,,,,,,1999,"Vancouver, British Columbia",Warehouse,95.7,,
,,,,,,,,1999,"Vancouver, British Columbia",Warehouse,94.8,,
,,,,,,,,1999,"Vancouver, British Columbia",Warehouse,95.8,,
,,,,,,,,1999,"Vancouver, British Columbia",Warehouse,97.1,,
,,,,,,,,1999,"Vancouver, British Columbia",Warehouse,100.9,,
,,,,,,,,1999,"Vancouver, British Columbia",Shopping centre,96.2,,
,,,,,,,,1999,"Vancouver, British Columbia",Shopping centre,93.4,,
,,,,,,,,1999,"Vancouver, British Columbia",Shopping centre,96,,
,,,,,,,,1999,"Vancouver, British Columbia",Shopping centre,97.2,,
,,,,,,,,1999,"Vancouver, British Columbia",Shopping centre,106.4,,
,,,,,,,,1999,"Vancouver, British Columbia",Light factory,95.2,,
,,,,,,,,1999,"Vancouver, British Columbia",Light factory,94.6,,
,,,,,,,,1999,"Vancouver, British Columbia",Light factory,95.9,,
,,,,,,,,1999,"Vancouver, British Columbia",Light factory,92.6,,
,,,,,,,,1999,"Vancouver, British Columbia",Light factory,97.6,,
,,,,,,,,1999,"Vancouver, British Columbia",School,96.3,,
,,,,,,,,1999,"Vancouver, British Columbia",School,94.3,,
,,,,,,,,1999,"Vancouver, British Columbia",School,96.2,,
,,,,,,,,1999,"Vancouver, British Columbia",School,96.8,,
,,,,,,,,1999,"Vancouver, British Columbia",School,98.8,,
,,,,,,,,1999,"Vancouver, British Columbia",Apartment,95.2,,
,,,,,,,,1999,"Vancouver, British Columbia",Apartment,95.3,,
,,,,,,,,1999,"Vancouver, British Columbia",Apartment,95.6,,
,,,,,,,,1999,"Vancouver, British Columbia",Apartment,93.1,,
,,,,,,,,1999,"Vancouver, British Columbia",Apartment,97.8,,
,,,,,,,,2000,Seven census metropolitan area composite,Office,93.1,,
,,,,,,,,2000,Seven census metropolitan area composite,Warehouse,91.2,,
,,,,,,,,2000,Seven census metropolitan area composite,Shopping centre,92.9,,
,,,,,,,,2000,Seven census metropolitan area composite,Light factory,90.6,,
,,,,,,,,2000,Seven census metropolitan area composite,School,92.9,,
,,,,,,,,2000,Seven census metropolitan area composite,Apartment,92.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,96,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,97.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,97,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,92.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,97.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,96.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,98,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,96.6,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,92,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,99.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,97.9,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,98.4,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,97.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,96.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,103.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,96.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,98.9,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,96.9,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,88.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,96.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,96.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,98.6,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,97.3,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,93.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,96.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,95.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,98.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,96.9,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,86.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,95.4,,
,,,,,,,,2000,"Montreal, Quebec",Office,94.7,,
,,,,,,,,2000,"Montreal, Quebec",Office,95.1,,
,,,,,,,,2000,"Montreal, Quebec",Office,94.3,,
,,,,,,,,2000,"Montreal, Quebec",Office,95.1,,
,,,,,,,,2000,"Montreal, Quebec",Office,95,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,94.3,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,95.8,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,93.3,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,96.5,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,98.6,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,94.9,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,95,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,93.5,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,98,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,100.2,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,93.6,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,94.7,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,92.8,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,91.7,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,96.3,,
,,,,,,,,2000,"Montreal, Quebec",School,94.4,,
,,,,,,,,2000,"Montreal, Quebec",School,94.4,,
,,,,,,,,2000,"Montreal, Quebec",School,93.9,,
,,,,,,,,2000,"Montreal, Quebec",School,94.4,,
,,,,,,,,2000,"Montreal, Quebec",School,96.6,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,93.7,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,95.3,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,94.2,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,90.5,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,93.1,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,92.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,89.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,91.3,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,96.9,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,96.9,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,89,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,88.5,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,87,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,98,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,98,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,90.3,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,87.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,88.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,98.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,101.2,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,89.2,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,88.1,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,87.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,93.8,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,96.8,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,91.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,88.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,89.1,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,95.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,96,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,90.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,87.2,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,91.1,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,91.5,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,96.6,,
,,,,,,,,2000,"Toronto, Ontario",Office,91.4,,
,,,,,,,,2000,"Toronto, Ontario",Office,87.5,,
,,,,,,,,2000,"Toronto, Ontario",Office,89.9,,
,,,,,,,,2000,"Toronto, Ontario",Office,96.6,,
,,,,,,,,2000,"Toronto, Ontario",Office,97.6,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,88.5,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,87.5,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,86.5,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,97.7,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,100,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,89.9,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,88.1,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,86.6,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,98.2,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,109.9,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,88.2,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,87.7,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,85.7,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,92.5,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,96.3,,
,,,,,,,,2000,"Toronto, Ontario",School,91,,
,,,,,,,,2000,"Toronto, Ontario",School,87.3,,
,,,,,,,,2000,"Toronto, Ontario",School,88.4,,
,,,,,,,,2000,"Toronto, Ontario",School,95.2,,
,,,,,,,,2000,"Toronto, Ontario",School,96.6,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,89.6,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,87.5,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,89.5,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,90.7,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,94.7,,
,,,,,,,,2000,"Calgary, Alberta",Office,92.4,,
,,,,,,,,2000,"Calgary, Alberta",Office,89.5,,
,,,,,,,,2000,"Calgary, Alberta",Office,93.6,,
,,,,,,,,2000,"Calgary, Alberta",Office,92.7,,
,,,,,,,,2000,"Calgary, Alberta",Office,96,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,92.7,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,89.6,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,93.8,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,93.5,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,96.7,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,92.8,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,89,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,92.9,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,97,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,100.5,,
,,,,,,,,2000,"Calgary, Alberta",Light factory,90.8,,
,,,,,,,,2000,"Calgary, Alberta",Light factory,88.6,,
,,,,,,,,2000,"Calgary, Alberta",Light factory,93,,
,,,,,,,,2000,"Calgary, Alberta",Light factory,88.9,,
,,,,,,,,2000,"Calgary, Alberta",Light factory,93.6,,
,,,,,,,,2000,"Calgary, Alberta",School,92.9,,
,,,,,,,,2000,"Calgary, Alberta",School,88,,
,,,,,,,,2000,"Calgary, Alberta",School,93.7,,
,,,,,,,,2000,"Calgary, Alberta",School,93,,
,,,,,,,,2000,"Calgary, Alberta",School,98.4,,
,,,,,,,,2000,"Calgary, Alberta",Apartment,92.1,,
,,,,,,,,2000,"Calgary, Alberta",Apartment,90.1,,
,,,,,,,,2000,"Calgary, Alberta",Apartment,93.4,,
,,,,,,,,2000,"Calgary, Alberta",Apartment,90.5,,
,,,,,,,,2000,"Calgary, Alberta",Apartment,94,,
,,,,,,,,2000,"Edmonton, Alberta",Office,93.1,,
,,,,,,,,2000,"Edmonton, Alberta",Office,90.6,,
,,,,,,,,2000,"Edmonton, Alberta",Office,94.1,,
,,,,,,,,2000,"Edmonton, Alberta",Office,92.7,,
,,,,,,,,2000,"Edmonton, Alberta",Office,97.3,,
,,,,,,,,2000,"Edmonton, Alberta",Warehouse,93.5,,
,,,,,,,,2000,"Edmonton, Alberta",Warehouse,90.8,,
,,,,,,,,2000,"Edmonton, Alberta",Warehouse,94.1,,
,,,,,,,,2000,"Edmonton, Alberta",Warehouse,93.5,,
,,,,,,,,2000,"Edmonton, Alberta",Warehouse,99.6,,
,,,,,,,,2000,"Edmonton, Alberta",Shopping centre,93.9,,
,,,,,,,,2000,"Edmonton, Alberta",Shopping centre,89.4,,
,,,,,,,,2000,"Edmonton, Alberta",Shopping centre,93.4,,
,,,,,,,,2000,"Edmonton, Alberta",Shopping centre,96.9,,
,,,,,,,,2000,"Edmonton, Alberta",Shopping centre,107.1,,
,,,,,,,,2000,"Edmonton, Alberta",Light factory,91.6,,
,,,,,,,,2000,"Edmonton, Alberta",Light factory,89.4,,
,,,,,,,,2000,"Edmonton, Alberta",Light factory,93.6,,
,,,,,,,,2000,"Edmonton, Alberta",Light factory,88.9,,
,,,,,,,,2000,"Edmonton, Alberta",Light factory,96.7,,
,,,,,,,,2000,"Edmonton, Alberta",School,93.2,,
,,,,,,,,2000,"Edmonton, Alberta",School,89.3,,
,,,,,,,,2000,"Edmonton, Alberta",School,94,,
,,,,,,,,2000,"Edmonton, Alberta",School,93.1,,
,,,,,,,,2000,"Edmonton, Alberta",School,97,,
,,,,,,,,2000,"Edmonton, Alberta",Apartment,92.5,,
,,,,,,,,2000,"Edmonton, Alberta",Apartment,90.7,,
,,,,,,,,2000,"Edmonton, Alberta",Apartment,93.6,,
,,,,,,,,2000,"Edmonton, Alberta",Apartment,90.5,,
,,,,,,,,2000,"Edmonton, Alberta",Apartment,95.4,,
,,,,,,,,2000,"Vancouver, British Columbia",Office,97,,
,,,,,,,,2000,"Vancouver, British Columbia",Office,95.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Office,97.4,,
,,,,,,,,2000,"Vancouver, British Columbia",Office,97.5,,
,,,,,,,,2000,"Vancouver, British Columbia",Office,98.7,,
,,,,,,,,2000,"Vancouver, British Columbia",Warehouse,96.6,,
,,,,,,,,2000,"Vancouver, British Columbia",Warehouse,95.1,,
,,,,,,,,2000,"Vancouver, British Columbia",Warehouse,96.5,,
,,,,,,,,2000,"Vancouver, British Columbia",Warehouse,98.5,,
,,,,,,,,2000,"Vancouver, British Columbia",Warehouse,101.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Shopping centre,97.2,,
,,,,,,,,2000,"Vancouver, British Columbia",Shopping centre,93.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Shopping centre,96.7,,
,,,,,,,,2000,"Vancouver, British Columbia",Shopping centre,99.5,,
,,,,,,,,2000,"Vancouver, British Columbia",Shopping centre,108.4,,
,,,,,,,,2000,"Vancouver, British Columbia",Light factory,95.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Light factory,94.6,,
,,,,,,,,2000,"Vancouver, British Columbia",Light factory,96.5,,
,,,,,,,,2000,"Vancouver, British Columbia",Light factory,93.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Light factory,98.6,,
,,,,,,,,2000,"Vancouver, British Columbia",School,96.7,,
,,,,,,,,2000,"Vancouver, British Columbia",School,94.6,,
,,,,,,,,2000,"Vancouver, British Columbia",School,96.9,,
,,,,,,,,2000,"Vancouver, British Columbia",School,97.4,,
,,,,,,,,2000,"Vancouver, British Columbia",School,98.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Apartment,95.9,,
,,,,,,,,2000,"Vancouver, British Columbia",Apartment,95.8,,
,,,,,,,,2000,"Vancouver, British Columbia",Apartment,96.4,,
,,,,,,,,2000,"Vancouver, British Columbia",Apartment,93.7,,
,,,,,,,,2000,"Vancouver, British Columbia",Apartment,97.8,,
,,,,,,,,2000,Seven census metropolitan area composite,Office,95.4,,
,,,,,,,,2000,Seven census metropolitan area composite,Warehouse,94.2,,
,,,,,,,,2000,Seven census metropolitan area composite,Shopping centre,95.4,,
,,,,,,,,2000,Seven census metropolitan area composite,Light factory,94.2,,
,,,,,,,,2000,Seven census metropolitan area composite,School,95.3,,
,,,,,,,,2000,Seven census metropolitan area composite,Apartment,94.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,97.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,98.6,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,98.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,93.4,,
,,,,,,,,2000,"Halifax, Nova Scotia",Office,98.4,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,97.3,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,98.3,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,97.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,92.8,,
,,,,,,,,2000,"Halifax, Nova Scotia",Warehouse,100.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,98.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,99,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,98.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,96.8,,
,,,,,,,,2000,"Halifax, Nova Scotia",Shopping centre,105.4,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,97.4,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,99,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,97.5,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,92.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Light factory,97.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,97.4,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,98.9,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,98.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,94.7,,
,,,,,,,,2000,"Halifax, Nova Scotia",School,97.8,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,96.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,98.9,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,98.1,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,87.2,,
,,,,,,,,2000,"Halifax, Nova Scotia",Apartment,96.6,,
,,,,,,,,2000,"Montreal, Quebec",Office,96.2,,
,,,,,,,,2000,"Montreal, Quebec",Office,97.3,,
,,,,,,,,2000,"Montreal, Quebec",Office,96.2,,
,,,,,,,,2000,"Montreal, Quebec",Office,95.4,,
,,,,,,,,2000,"Montreal, Quebec",Office,96.2,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,96.1,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,98.5,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,95,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,96.5,,
,,,,,,,,2000,"Montreal, Quebec",Warehouse,99.8,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,96.4,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,97.1,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,95.2,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,98,,
,,,,,,,,2000,"Montreal, Quebec",Shopping centre,101.7,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,95.4,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,96.4,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,94.3,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,95.2,,
,,,,,,,,2000,"Montreal, Quebec",Light factory,97.5,,
,,,,,,,,2000,"Montreal, Quebec",School,95.9,,
,,,,,,,,2000,"Montreal, Quebec",School,96.3,,
,,,,,,,,2000,"Montreal, Quebec",School,95.6,,
,,,,,,,,2000,"Montreal, Quebec",School,94.8,,
,,,,,,,,2000,"Montreal, Quebec",School,97.9,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,95.2,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,97.6,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,96,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,90.9,,
,,,,,,,,2000,"Montreal, Quebec",Apartment,94,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,95.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,94.3,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,94.2,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,97.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Office,98.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,92.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,93.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,90.8,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,98.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Warehouse,99.8,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,93.8,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,92.8,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,92.2,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,99,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Shopping centre,103,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,93.3,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,93,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,91.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,97.9,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Light factory,98.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,94.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,93.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,92.3,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,96.6,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",School,97.9,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,94.1,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,93.7,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,94.3,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,92.4,,
,,,,,,,,2000,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Apartment,98.1,,
,,,,,,,,2000,"Toronto, Ontario",Office,95.1,,
,,,,,,,,2000,"Toronto, Ontario",Office,94.1,,
,,,,,,,,2000,"Toronto, Ontario",Office,93.6,,
,,,,,,,,2000,"Toronto, Ontario",Office,97.3,,
,,,,,,,,2000,"Toronto, Ontario",Office,99.5,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,92.9,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,94.3,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,91.1,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,98.4,,
,,,,,,,,2000,"Toronto, Ontario",Warehouse,101.8,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,94.2,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,94.9,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,91,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,98.5,,
,,,,,,,,2000,"Toronto, Ontario",Shopping centre,112.8,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,93.2,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,94.1,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,90.7,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,96.5,,
,,,,,,,,2000,"Toronto, Ontario",Light factory,98.4,,
,,,,,,,,2000,"Toronto, Ontario",School,94.5,,
,,,,,,,,2000,"Toronto, Ontario",School,93.8,,
,,,,,,,,2000,"Toronto, Ontario",School,92.4,,
,,,,,,,,2000,"Toronto, Ontario",School,96,,
,,,,,,,,2000,"Toronto, Ontario",School,98.4,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,93.4,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,94.1,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,93.3,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,91.4,,
,,,,,,,,2000,"Toronto, Ontario",Apartment,96.6,,
,,,,,,,,2000,"Calgary, Alberta",Office,93.6,,
,,,,,,,,2000,"Calgary, Alberta",Office,90.2,,
,,,,,,,,2000,"Calgary, Alberta",Office,95,,
,,,,,,,,2000,"Calgary, Alberta",Office,94.2,,
,,,,,,,,2000,"Calgary, Alberta",Office,98,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,94.7,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,92.4,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,95.2,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,95,,
,,,,,,,,2000,"Calgary, Alberta",Warehouse,99.1,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,94.5,,
,,,,,,,,2000,"Calgary, Alberta",Shopping centre,91.1,,
