consumer_index_year,consumer_index_value,office_year,office_index_value,earnings_year,earnings_canada,housing_prices_year,single_family_benchmark,single_family_hpi
2001,116.1,1987,70.4,,,,,
2001,0.2,1987,75.4,,,,,
2001,0.3,1987,70.9,,,,,
2001,0,1987,66.7,,,,,
2001,0,1987,73.1,,,,,
2002,98,1987,72.6,,,,,
2002,98.5,1987,74.9,,,,,
2002,1.8,1987,74.2,,,,,
2002,97.9,1987,66.4,,,,,
2002,98.4,1990,82.5,,,,,
2002,116.9,1990,81.5,,,,,
2002,115.7,1990,85,,,,,
2002,117.5,1990,77.5,,,,,
2002,116.3,1990,81,,,,,
2002,0.2,1990,82.3,,,,,
2002,0.3,1990,90.1,,,,,
2002,0,1990,88.7,,,,,
2002,0,1990,97.1,,,,,
2002,98.6,1990,79.9,,,,,
2002,98.8,1990,86.8,,,,,
2002,2.1,1990,92.6,,,,,
2002,98.5,1990,94.3,,,,,
2002,98.7,1990,95.9,,,,,
2002,117.6,1990,73.8,,,,,
2002,116.4,1990,87.5,,,,,
2002,117.9,1990,94.3,,,,,
2002,116.6,1990,94.4,,,,,
2002,0.3,1990,96,,,,,
2002,0.3,1990,81.5,,,,,
2002,0,1990,105.9,,,,,
2002,0,1990,89.6,,,,,
2002,99,1990,96.3,,,,,
2002,99,1990,94.5,,,,,
2002,2.1,1990,73.6,,,,,
2002,99.1,1990,85.7,,,,,
2002,99,1990,90,,,,,
2002,118.3,1990,94.4,,,,,
2002,116.9,1990,95.1,,,,,
2002,118.2,1990,81.8,,,,,
2002,116.9,1990,84.3,,,,,
2002,0.3,1990,87.8,,,,,
2002,0.4,1990,88,,,,,
2002,0.1,1990,94.1,,,,,
2002,0.1,1990,72,,,,,
2002,99.4,1990,83.1,,,,,
2002,99.4,1990,84.6,,,,,
2002,2.1,1990,81.8,,,,,
2002,99.6,1990,89.5,,,,,
2002,99.6,1990,77.8,,,,,
2002,118.9,1990,79.8,,,,,
2002,117.3,1990,86.5,,,,,
2002,118.9,1990,84.6,,,,,
2002,117.3,1990,88.3,,,,,
2002,0.3,1990,77.9,,,,,
2002,0.4,1990,82.2,,,,,
2002,0.1,1990,89.3,,,,,
2002,0.1,1990,84.7,,,,,
2002,99.8,1990,90.6,,,,,
2002,99.7,1990,82.8,,,,,
2002,1.9,1990,96.3,,,,,
2002,99.8,1990,80.6,,,,,
2002,99.5,1990,80.6,,,,,
2002,119.1,1990,84.6,,,,,
2002,117.8,1990,70.8,,,,,
2002,118.8,1990,81.3,,,,,
2002,117.7,1990,84.1,,,,,
2002,0.3,1990,80.7,,,,,
2002,0.4,1990,88.5,,,,,
2002,0,1990,79.3,,,,,
2002,0,1990,77.6,,,,,
2002,100,1990,83.7,,,,,
2002,99.9,1990,82.4,,,,,
2002,1.9,1990,88.8,,,,,
2002,99.9,1990,71.8,,,,,
2002,99.6,1990,76.8,,,,,
2002,119.3,1990,78.7,,,,,
2002,118.1,1990,76.2,,,,,
2002,118.9,1990,82.1,,,,,
2002,118,1990,75.3,,,,,
2002,0.4,1990,77.2,,,,,
2002,0.6,1990,76.4,,,,,
2002,0.1,1990,72.7,,,,,
2002,0.2,1990,78,,,,,
2002,100.4,1990,73.7,,,,,
2002,100.2,1990,78,,,,,
2002,2,1990,78.2,,,,,
2002,100.3,1990,75.9,,,,,
2002,100.1,1990,78.1,,,,,
2002,119.7,1990,77.1,,,,,
2002,118.6,1990,90.1,,,,,
2002,119.5,1990,72.9,,,,,
2002,118.4,1990,74.7,,,,,
2002,0.6,1990,76.9,,,,,
2002,0.8,1990,68.1,,,,,
2002,0.2,1990,75.8,,,,,
2002,0.2,1990,76.9,,,,,
2002,100.7,1990,75.2,,,,,
2002,100.5,1990,79.7,,,,,
2002,2.3,1990,74.9,,,,,
2002,100.7,1990,72.6,,,,,
2002,100.5,1990,77.5,,,,,
2002,120.2,1990,75.3,,,,,
2002,118.9,1990,81.9,,,,,
2002,120,1990,67.6,,,,,
2002,118.7,1990,75,,,,,
2002,0.6,1990,80.3,,,,,
2002,0.8,1990,72.5,,,,,
2002,0,1990,86,,,,,
2002,0,1990,75.5,,,,,
2002,100.8,1990,82.2,,,,,
2002,100.7,1990,80.3,,,,,
2002,2.2,1990,73.3,,,,,
2002,100.7,1990,84,,,,,
2002,100.6,1990,70.1,,,,,
2002,120.2,1990,81.6,,,,,
2002,119.1,1990,82.5,,,,,
2002,120.1,1990,74.5,,,,,
2002,118.9,1990,82.8,,,,,
2002,0.6,1990,79.1,,,,,
2002,0.8,1990,107,,,,,
2002,0,1990,74.6,,,,,
2002,0,1990,74.8,,,,,
2002,101,1990,80.4,,,,,
2002,100.9,1990,68.4,,,,,
2002,2.4,1990,78.2,,,,,
2002,101,1990,79.5,,,,,
2002,101.1,1990,76.6,,,,,
2002,120.6,1990,82.1,,,,,
2002,119.3,1990,75.5,,,,,
2002,120.7,1990,79.1,,,,,
2002,119.2,1990,78.8,,,,,
2002,0.6,1990,71.4,,,,,
2002,0.8,1990,83.6,,,,,
2002,0,1990,71.1,,,,,
2002,0,1990,80,,,,,
2002,101.2,1990,79.1,,,,,
2002,101.2,1990,75.6,,,,,
2002,2.9,1990,82.2,,,,,
2002,101.3,1990,74.8,,,,,
2002,101.4,1990,85.8,,,,,
2002,120.9,1990,78.3,,,,,
2002,119.6,1990,76.6,,,,,
2002,121.1,1990,80.3,,,,,
2002,119.5,1990,71.5,,,,,
2002,0.5,1990,81.8,,,,,
2002,0.6,1990,78.5,,,,,
2002,0,1990,75.8,,,,,
2002,0,1990,79,,,,,
2002,101.3,1990,76.9,,,,,
2002,101.5,1990,93.5,,,,,
2002,2.4,1990,76.3,,,,,
2002,100.9,1990,76,,,,,
2002,101.3,1990,80.8,,,,,
2002,120.5,1990,69,,,,,
2002,119.7,1990,79.2,,,,,
2002,120.9,1990,76.7,,,,,
2002,119.9,1990,74.9,,,,,
2002,0.5,1990,80.2,,,,,
2002,0.6,1990,72.4,,,,,
2002,0,1990,75.9,,,,,
2002,0,1990,77.3,,,,,
2007,107.8,1990,74.3,,,,,
2007,108.2,1990,81,,,,,
2007,1.9,1990,71.3,,,,,
2007,109.7,1990,76.8,,,,,
2007,110.5,1990,79.6,,,,,
2007,131,1990,78.9,,,,,
2007,127.3,1990,82.7,,,,,
2007,131.6,1990,74.7,,,,,
2007,127.7,1990,78.1,,,,,
2007,108.2,1990,80.2,,,,,
2007,108.4,1990,80,,,,,
2007,2.2,1990,82.1,,,,,
2007,110.5,1990,73,,,,,
2007,110.9,1990,79.4,,,,,
2007,131.9,1990,80.2,,,,,
2007,127.8,1990,78,,,,,
2007,132.3,1990,81.6,,,,,
2007,128,1990,77,,,,,
2007,108.7,1990,86,,,,,
2007,108.6,1990,76,,,,,
2007,2.3,1990,79.1,,,,,
2007,111.4,1990,81.5,,,,,
2007,111.5,1990,67.4,,,,,
2007,133,1990,72.5,,,,,
2007,128.3,1990,77.8,,,,,
2007,132.9,1990,77.1,,,,,
2007,128.2,1990,82.5,,,,,
2007,108.9,1990,71.8,,,,,
2007,108.9,1990,75.5,,,,,
2007,2.5,1990,78.7,,,,,
2007,111.9,1990,76.7,,,,,
2007,111.7,1990,82.3,,,,,
2007,133.5,1990,71.4,,,,,
2007,128.6,1990,77.9,,,,,
2007,133.2,1990,85.5,,,,,
2007,128.6,1990,85.4,,,,,
2007,109.2,1990,86.7,,,,,
2007,109,1990,83.5,,,,,
2007,2.8,1990,81.8,,,,,
2007,112.4,1990,86.8,,,,,
2007,111.7,1990,84.8,,,,,
2007,109.2,1990,87.9,,,,,
2007,109.1,1990,88.1,,,,,
2007,2.9,1990,83.7,,,,,
2007,112.1,1990,85.7,,,,,
2007,111.5,1990,83.6,,,,,
2007,109.3,1990,85.5,,,,,
2007,109.4,1990,86.9,,,,,
2007,2.9,1990,93.8,,,,,
2007,112.3,1990,84.6,,,,,
2007,111.6,1990,85.3,,,,,
2007,109.4,1990,88.6,,,,,
2007,109.5,1990,81.3,,,,,
2007,2.7,1990,77.4,,,,,
2007,112,1990,84.8,,,,,
2007,111.5,1990,86.1,,,,,
2007,109.9,1990,86.7,,,,,
2007,109.7,1990,83.5,,,,,
2007,2.8,1990,77.3,,,,,
2007,112.2,1990,83.6,,,,,
2007,111.9,1990,84.1,,,,,
2007,109.8,1990,85.2,,,,,
2007,109.6,1990,80.3,,,,,
2007,2.7,1990,79.5,,,,,
2007,111.8,1990,84.3,,,,,
2007,112.1,1990,82.8,,,,,
2007,109.8,1990,86,,,,,
2007,109.6,1990,78.9,,,,,
2007,2.6,1990,82.3,,,,,
2007,112.2,1990,83.7,,,,,
2007,112.4,1990,91.6,,,,,
2007,109.6,1990,89.6,,,,,
2007,109.7,1990,98.3,,,,,
2007,2.6,1990,82,,,,,
2007,112.3,1990,89,,,,,
2007,112.9,1990,93.8,,,,,
2008,109.8,1990,95.7,,,,,
2008,110.2,1990,96.9,,,,,
2008,2.7,1990,75.6,,,,,
2008,112.7,1990,89.5,,,,,
2008,113.3,1990,95.4,,,,,
2008,110.2,1990,95.8,,,,,
2008,110.4,1990,97,,,,,
2008,2.7,1990,82.7,,,,,
2008,113.1,1990,106.4,,,,,
2008,113.5,1990,91.1,,,,,
2008,110.4,1990,97.4,,,,,
2008,110.5,1990,95.7,,,,,
2008,2.4,1990,75.2,,,,,
2008,113.5,1990,88.2,,,,,
2008,113.7,1990,91.7,,,,,
2008,110.7,1990,95.4,,,,,
2008,110.7,1990,96.5,,,,,
2008,2.6,1990,84.1,,,,,
2008,114.4,1990,86.2,,,,,
2008,114.2,1990,89.3,,,,,
2008,111.1,1990,89,,,,,
2008,110.8,1990,95.4,,,,,
2008,2.2,1990,74,,,,,
2008,115.5,1990,85.3,,,,,
2008,115,1990,86.2,,,,,
2008,111.1,1990,83.2,,,,,
2008,111.1,1990,91.4,,,,,
2008,2.6,1990,79.3,,,,,
2008,116.3,1990,82,,,,,
2008,115.8,1990,87.6,,,,,
2008,111.2,1990,85.9,,,,,
2008,111.2,1990,89.5,,,,,
2008,2.6,1990,78.7,,,,,
2008,116.7,1990,83.3,,,,,
2008,116.3,1990,90.6,,,,,
2008,111.3,1990,86.2,,,,,
2008,111.4,1990,91.8,,,,,
2008,2.8,1990,83.8,,,,,
2008,116.5,1990,98.9,,,,,
2008,116.3,1990,82.1,,,,,
2008,111.7,1990,81.8,,,,,
2008,111.4,1990,85.8,,,,,
2008,2.9,1990,72.2,,,,,
2008,116.6,1990,83.5,,,,,
2008,116.4,1990,85.7,,,,,
2008,111.4,1990,82.3,,,,,
2008,111.2,1990,90.1,,,,,
2008,2.6,1990,80.7,,,,,
2008,115.4,1990,79.4,,,,,
2008,115.6,1990,85.3,,,,,
2008,112.2,1990,84.1,,,,,
2008,111.8,1990,90.3,,,,,
2008,2.8,1990,72.9,,,,,
2008,115,1990,79.1,,,,,
2008,115.2,1990,79.8,,,,,
2008,111.9,1990,77.4,,,,,
2008,111.9,1990,82.5,,,,,
2008,2.6,1990,77.1,,,,,
2008,114.2,1990,80,,,,,
2008,114.8,1990,77.3,,,,,
2009,111.1,1990,73.3,,,,,
2009,111.5,1990,78.8,,,,,
2009,2.3,1990,74.8,,,,,
2009,113.9,1990,80.8,,,,,
2009,114.6,1990,79.2,,,,,
2009,111.7,1990,77,,,,,
2009,111.8,1990,78.7,,,,,
2009,2.4,1990,78.4,,,,,
2009,114.7,1990,92.9,,,,,
2009,115,1990,74.5,,,,,
2009,112,1990,75.8,,,,,
2009,111.9,1990,77.8,,,,,
2009,2.4,1990,70.7,,,,,
2009,114.9,1990,78.6,,,,,
2009,114.9,1990,78,,,,,
2009,112.1,1990,76.3,,,,,
2009,112,1990,80.2,,,,,
2009,2,1990,76.6,,,,,
2009,114.8,1990,74.9,,,,,
2009,114.6,1990,78.5,,,,,
2009,112.5,1990,76.4,,,,,
2009,112.2,1990,82.4,,,,,
2009,2.1,1990,69.3,,,,,
2009,115.6,1990,78.1,,,,,
2009,115.1,1990,82.2,,,,,
2009,112.5,1990,74.1,,,,,
2009,112.4,1990,87.9,,,,,
2009,1.8,1990,78.7,,,,,
2009,116,1990,84.4,,,,,
2009,115.6,1990,81.8,,,,,
2009,112.4,1990,74.8,,,,,
2009,112.4,1990,85.4,,,,,
2009,1.5,1990,72.3,,,,,
2009,115.6,1990,83,,,,,
2009,115.2,1990,83.5,,,,,
2009,112.4,1990,75.9,,,,,
2009,112.4,1990,84.2,,,,,
2009,1.4,1990,80.7,,,,,
2009,115.6,1990,102.1,,,,,
2009,115.4,1990,76.2,,,,,
2009,112.7,1990,76,,,,,
2009,112.4,1990,81.7,,,,,
2009,1.2,1990,70.6,,,,,
2009,115.6,1990,80.1,,,,,
2009,115.5,1990,81.1,,,,,
2009,112.9,1990,77.9,,,,,
2009,112.5,1990,83.9,,,,,
2009,1.6,1990,77.9,,,,,
2009,115.5,1990,78.7,,,,,
2009,115.7,1990,80.4,,,,,
2009,113.1,1990,72.6,,,,,
2009,112.7,1990,85,,,,,
2009,1.7,1990,74.1,,,,,
2009,116.1,1990,82.6,,,,,
2009,116.3,1990,80,,,,,
2009,112.6,1990,75.8,,,,,
2009,112.7,1990,82.9,,,,,
2009,1.6,1990,76.3,,,,,
2009,115.7,1990,89,,,,,
2009,116.3,1990,79.2,,,,,
,,1990,76.3,,,,,
,,1990,81.4,,,,,
,,1990,74.6,,,,,
,,1990,83.5,,,,,
,,1990,79,,,,,
,,1990,75.8,,,,,
,,1990,79.1,,,,,
,,1990,78,,,,,
,,1990,96.9,,,,,
,,1990,77.1,,,,,
,,1990,75.5,,,,,
,,1990,82,,,,,
,,1990,70.2,,,,,
,,1990,80.6,,,,,
,,1990,77.6,,,,,
,,1990,74.8,,,,,
,,1990,80.8,,,,,
,,1990,73.8,,,,,
,,1990,78.3,,,,,
,,1990,77.8,,,,,
,,1990,74.5,,,,,
,,1990,81.2,,,,,
,,1990,72.6,,,,,
,,1990,79,,,,,
,,1990,80.5,,,,,
,,1990,79,,,,,
,,1990,83.2,,,,,
,,1990,76.8,,,,,
,,1990,80.9,,,,,
,,1990,81.2,,,,,
,,1990,79.8,,,,,
,,1990,83.1,,,,,
,,1990,75.4,,,,,
,,1990,81.3,,,,,
,,1990,80.5,,,,,
,,1990,77.8,,,,,
,,1990,81.9,,,,,
,,1990,78.1,,,,,
,,1990,88.4,,,,,
,,1990,76.8,,,,,
,,1990,78.6,,,,,
,,1990,82.5,,,,,
,,1990,68.9,,,,,
,,1990,73.9,,,,,
,,1990,78.5,,,,,
,,1990,76.9,,,,,
,,1990,82.6,,,,,
,,1990,73.6,,,,,
,,1990,76.9,,,,,
,,1990,79,,,,,
,,1990,76.7,,,,,
,,1990,82.5,,,,,
,,1990,72.7,,,,,
,,1990,79.2,,,,,
,,1990,85.9,,,,,
,,1990,85.5,,,,,
,,1990,86.8,,,,,
,,1990,86,,,,,
,,1990,82.3,,,,,
,,1990,87.1,,,,,
,,1990,85,,,,,
,,1990,87.9,,,,,
,,1990,90,,,,,
,,1990,84.5,,,,,
,,1990,86.3,,,,,
,,1990,83.8,,,,,
,,1990,85.7,,,,,
,,1990,88.4,,,,,
,,1990,98.1,,,,,
,,1990,85.5,,,,,
,,1990,85.3,,,,,
,,1990,88.7,,,,,
,,1990,83.6,,,,,
,,1990,78.4,,,,,
,,1990,85.5,,,,,
,,1990,86.1,,,,,
,,1990,86.8,,,,,
,,1990,85.9,,,,,
,,1990,77.7,,,,,
,,1990,84,,,,,
,,1990,84.3,,,,,
,,1990,85.3,,,,,
,,1990,82.3,,,,,
,,1990,80.7,,,,,
,,1990,83.4,,,,,
,,1990,80.8,,,,,
,,1990,84.6,,,,,
,,1990,78,,,,,
,,1990,81.6,,,,,
,,1990,82.8,,,,,
,,1990,91.4,,,,,
,,1990,89.1,,,,,
,,1990,97.9,,,,,
,,1990,82.5,,,,,
,,1990,89.6,,,,,
,,1990,93.7,,,,,
,,1990,95.5,,,,,
,,1990,95.9,,,,,
,,1990,79.4,,,,,
,,1990,89.5,,,,,
,,1990,94.9,,,,,
,,1990,95.2,,,,,
,,1990,96.5,,,,,
,,1990,82.8,,,,,
,,1990,104.8,,,,,
,,1990,90.7,,,,,
,,1990,96.9,,,,,
,,1990,94.9,,,,,
,,1990,74.7,,,,,
,,1990,89.2,,,,,
,,1990,91.7,,,,,
,,1990,94.9,,,,,
,,1990,96,,,,,
,,1990,84.6,,,,,
,,1990,86.3,,,,,
,,1990,88.7,,,,,
,,1990,88.5,,,,,
,,1990,94.6,,,,,
,,1990,74.2,,,,,
,,1990,85.3,,,,,
,,1990,85.7,,,,,
,,1990,81.9,,,,,
,,1990,90.8,,,,,
,,1990,79.4,,,,,
,,1990,82.5,,,,,
,,1990,86.4,,,,,
,,1990,85.2,,,,,
,,1990,88,,,,,
,,1990,78.6,,,,,
,,1990,83.8,,,,,
,,1990,89.1,,,,,
,,1990,84.9,,,,,
,,1990,90.4,,,,,
,,1990,82.8,,,,,
,,1990,100,,,,,
,,1990,81.2,,,,,
,,1990,81.2,,,,,
,,1990,85.1,,,,,
,,1990,71.5,,,,,
,,1990,84.3,,,,,
,,1990,85.3,,,,,
,,1990,81.7,,,,,
,,1990,89.4,,,,,
,,1990,81.1,,,,,
,,1990,79,,,,,
,,1990,84.4,,,,,
,,1990,83.2,,,,,
,,1990,89.3,,,,,
,,1990,72.6,,,,,
,,1990,79.3,,,,,
,,1990,80.5,,,,,
,,1990,78.2,,,,,
,,1990,83.2,,,,,
,,1990,76.9,,,,,
,,1990,80.7,,,,,
,,1990,78.4,,,,,
,,1990,76.9,,,,,
,,1990,79.2,,,,,
,,1990,75.2,,,,,
,,1990,81.1,,,,,
,,1990,79.5,,,,,
,,1990,77.6,,,,,
,,1990,79,,,,,
,,1990,77.6,,,,,
,,1990,93.9,,,,,
,,1990,74.8,,,,,
,,1990,76.3,,,,,
,,1990,78.3,,,,,
,,1990,70.3,,,,,
,,1990,79.3,,,,,
,,1990,78.6,,,,,
,,1990,76.9,,,,,
,,1990,80.9,,,,,
,,1990,76.8,,,,,
,,1990,75.5,,,,,
,,1990,79.1,,,,,
,,1990,77.2,,,,,
,,1990,83.1,,,,,
,,1990,69,,,,,
,,1990,78.2,,,,,
,,1990,81.1,,,,,
,,1990,72.7,,,,,
,,1990,86.3,,,,,
,,1990,78.5,,,,,
,,1990,84.8,,,,,
,,1990,79.4,,,,,
,,1990,73.8,,,,,
,,1990,82.2,,,,,
,,1990,72,,,,,
,,1990,84,,,,,
,,1990,82.1,,,,,
,,1990,74.5,,,,,
,,1990,82.2,,,,,
,,1990,79.3,,,,,
,,1990,108.9,,,,,
,,1990,75.4,,,,,
,,1990,74.7,,,,,
,,1990,79.6,,,,,
,,1990,70.5,,,,,
,,1990,81.6,,,,,
,,1990,79.9,,,,,
,,1990,75.7,,,,,
,,1990,82.4,,,,,
,,1990,78.1,,,,,
,,1990,80.6,,,,,
,,1990,79.1,,,,,
,,1990,71.3,,,,,
,,1990,83.2,,,,,
,,1990,73.7,,,,,
,,1990,82.6,,,,,
,,1990,80.2,,,,,
,,1990,75.8,,,,,
,,1990,82.9,,,,,
,,1990,76.8,,,,,
,,1990,88.6,,,,,
,,1990,78.8,,,,,
,,1990,76.3,,,,,
,,1990,80.3,,,,,
,,1990,77.1,,,,,
,,1990,83.6,,,,,
,,1990,79,,,,,
,,1990,75.8,,,,,
,,1990,79.1,,,,,
,,1990,78.3,,,,,
,,1990,96.9,,,,,
,,1990,76.9,,,,,
,,1990,75.5,,,,,
,,1990,81.3,,,,,
,,1990,70.5,,,,,
,,1990,80.9,,,,,
,,1990,77.7,,,,,
,,1990,74.8,,,,,
,,1990,80.8,,,,,
,,1990,74.7,,,,,
,,1990,77.4,,,,,
,,1990,78.1,,,,,
,,1990,74.5,,,,,
,,1990,81.5,,,,,
,,1990,73.7,,,,,
,,1990,79,,,,,
,,1990,80.5,,,,,
,,1990,79,,,,,
,,1990,82.9,,,,,
,,1990,77.8,,,,,
,,1990,81.3,,,,,
,,1990,80.8,,,,,
,,1990,79.8,,,,,
,,1990,82.1,,,,,
,,1990,78.1,,,,,
,,1990,81.8,,,,,
,,1990,80.2,,,,,
,,1990,77.7,,,,,
,,1990,81,,,,,
,,1990,78.5,,,,,
,,1990,88.6,,,,,
,,1990,76.6,,,,,
,,1990,78.5,,,,,
,,1990,81.8,,,,,
,,1990,69,,,,,
,,1990,74.2,,,,,
,,1990,78.5,,,,,
,,1990,76.9,,,,,
,,1990,82.1,,,,,
,,1990,74.7,,,,,
,,1990,77.3,,,,,
,,1990,79,,,,,
,,1990,76.7,,,,,
,,1990,81.8,,,,,
,,1990,73.8,,,,,
,,1990,79.4,,,,,
,,1990,84.4,,,,,
,,1990,83.9,,,,,
,,1990,84.3,,,,,
,,1990,86.8,,,,,
,,1990,81.8,,,,,
,,1990,84.6,,,,,
,,1990,82.8,,,,,
,,1990,84.4,,,,,
,,1990,93.1,,,,,
,,1990,83.9,,,,,
,,1990,84,,,,,
,,1990,81.9,,,,,
,,1990,83.6,,,,,
,,1990,89.7,,,,,
,,1990,87,,,,,
,,1990,83.5,,,,,
,,1990,83.4,,,,,
,,1990,85.3,,,,,
,,1990,84.2,,,,,
,,1990,77.3,,,,,
,,1990,84.5,,,,,
,,1990,84.4,,,,,
,,1990,84.9,,,,,
,,1990,86.7,,,,,
,,1990,77.3,,,,,
,,1990,83.4,,,,,
,,1990,83.2,,,,,
,,1990,84.2,,,,,
,,1990,83.6,,,,,
,,1990,80,,,,,
,,1990,83.1,,,,,
,,1990,80.3,,,,,
,,1990,84.1,,,,,
,,1990,77.8,,,,,
,,1990,81.5,,,,,
,,1990,82.3,,,,,
,,1990,91.4,,,,,
,,1990,88.4,,,,,
,,1990,97.8,,,,,
,,1990,82.6,,,,,
,,1990,91,,,,,
,,1990,93.5,,,,,
,,1990,95.4,,,,,
,,1990,95.9,,,,,
,,1990,78.7,,,,,
,,1990,90.3,,,,,
,,1990,94.8,,,,,
,,1990,94.9,,,,,
,,1990,96.4,,,,,
,,1990,83.2,,,,,
,,1990,104.8,,,,,
,,1990,91,,,,,
,,1990,96.9,,,,,
,,1990,94.8,,,,,
,,1990,74.8,,,,,
,,1990,90.2,,,,,
,,1990,91.7,,,,,
,,1990,94.3,,,,,
,,1990,95.9,,,,,
,,1990,85.2,,,,,
,,1990,87.1,,,,,
,,1990,88.6,,,,,
,,1990,87.9,,,,,
,,1990,94.4,,,,,
,,1990,74.1,,,,,
,,1990,86.5,,,,,
,,1990,85.8,,,,,
,,1990,81.7,,,,,
,,1990,91,,,,,
,,1990,79.4,,,,,
,,1990,83,,,,,
,,1990,86.4,,,,,
,,1990,85.1,,,,,
,,1990,88.2,,,,,
,,1990,78,,,,,
,,1990,84.2,,,,,
,,1990,88.8,,,,,
,,1990,84.4,,,,,
,,1990,89.8,,,,,
,,1990,83,,,,,
,,1990,100.6,,,,,
,,1990,81.3,,,,,
,,1990,80.9,,,,,
,,1990,85,,,,,
,,1990,71.9,,,,,
,,1990,84.8,,,,,
,,1990,85.1,,,,,
,,1990,81.7,,,,,
,,1990,89,,,,,
,,1990,81.2,,,,,
,,1990,78.6,,,,,
,,1990,84.2,,,,,
,,1990,82.9,,,,,
,,1990,89.2,,,,,
,,1990,72.5,,,,,
,,1990,79.1,,,,,
,,1990,81,,,,,
,,1990,78.7,,,,,
,,1990,83.9,,,,,
,,1990,77.1,,,,,
,,1990,81.9,,,,,
,,1990,78.8,,,,,
,,1990,77.3,,,,,
,,1990,79.7,,,,,
,,1990,74.8,,,,,
,,1990,81.7,,,,,
,,1990,80.2,,,,,
,,1990,78.1,,,,,
,,1990,79.8,,,,,
,,1990,77.7,,,,,
,,1990,94.8,,,,,
,,1990,75.2,,,,,
,,1990,76.8,,,,,
,,1990,78.7,,,,,
,,1990,70.7,,,,,
,,1990,80,,,,,
,,1990,79.1,,,,,
,,1990,77.4,,,,,
,,1990,81.8,,,,,
,,1990,77,,,,,
,,1990,76.3,,,,,
,,1990,79.5,,,,,
,,1990,77.6,,,,,
,,1990,83.7,,,,,
,,1990,68.9,,,,,
,,1990,78.8,,,,,
,,1990,80.6,,,,,
,,1990,71.8,,,,,
,,1990,85.5,,,,,
,,1990,78.9,,,,,
,,1990,84.9,,,,,
,,1990,78.8,,,,,
,,1990,73.3,,,,,
,,1990,81.6,,,,,
,,1990,71.7,,,,,
,,1990,82.9,,,,,
,,1990,81.4,,,,,
,,1990,73.8,,,,,
,,1990,81.6,,,,,
,,1990,79.7,,,,,
,,1990,103.8,,,,,
,,1990,74.9,,,,,
,,1990,74.1,,,,,
,,1990,78.5,,,,,
,,1990,70.9,,,,,
,,1990,81.5,,,,,
,,1990,79.6,,,,,
,,1990,74.7,,,,,
,,1990,81.9,,,,,
,,1990,78.7,,,,,
,,1990,80.5,,,,,
,,1990,78.2,,,,,
,,1990,70.5,,,,,
,,1990,82.6,,,,,
,,1990,73.6,,,,,
,,1990,80.2,,,,,
,,1990,79.7,,,,,
,,1990,75.6,,,,,
,,1990,83.2,,,,,
,,1990,77,,,,,
,,1990,81.1,,,,,
,,1990,78.8,,,,,
,,1990,76.5,,,,,
,,1990,80.6,,,,,
,,1990,76.6,,,,,
,,1990,77.7,,,,,
,,1990,78.7,,,,,
,,1990,75.9,,,,,
,,1990,79.4,,,,,
,,1990,77.9,,,,,
,,1990,92,,,,,
,,1990,76.6,,,,,
,,1990,76.1,,,,,
,,1990,81.7,,,,,
,,1990,70.6,,,,,
,,1990,75.9,,,,,
,,1990,78.2,,,,,
,,1990,74.8,,,,,
,,1990,81,,,,,
,,1990,76.3,,,,,
,,1990,77.6,,,,,
,,1990,78.2,,,,,
,,1990,74.8,,,,,
,,1990,81.8,,,,,
,,1990,73.5,,,,,
,,1990,77.4,,,,,
,,1990,80.5,,,,,
,,1990,79,,,,,
,,1990,82.8,,,,,
,,1990,77.9,,,,,
,,1990,81.2,,,,,
,,1990,81.1,,,,,
,,1990,80.6,,,,,
,,1990,82.2,,,,,
,,1990,77.6,,,,,
,,1990,82.9,,,,,
,,1990,80.3,,,,,
,,1990,78.4,,,,,
,,1990,81,,,,,
,,1990,78,,,,,
,,1990,88.9,,,,,
,,1990,77.3,,,,,
,,1990,79.5,,,,,
,,1990,82.6,,,,,
,,1990,69.2,,,,,
,,1990,74.9,,,,,
,,1990,78.9,,,,,
,,1990,77.4,,,,,
,,1990,82,,,,,
,,1990,76.1,,,,,
,,1990,77.6,,,,,
,,1990,79.3,,,,,
,,1990,77.4,,,,,
,,1990,82.3,,,,,
,,1990,73.5,,,,,
,,1990,79.6,,,,,
,,1990,83.7,,,,,
,,1990,82.7,,,,,
,,1990,83.6,,,,,
,,1990,87.1,,,,,
,,1990,82.7,,,,,
,,1990,83.4,,,,,
,,1990,82.7,,,,,
,,1990,82.8,,,,,
,,1990,92.6,,,,,
,,1990,84.5,,,,,
,,1990,84.4,,,,,
,,1990,81.4,,,,,
,,1990,83,,,,,
,,1990,90.4,,,,,
,,1990,94.7,,,,,
,,1990,83.2,,,,,
,,1990,83.1,,,,,
,,1990,84,,,,,
,,1990,84.3,,,,,
,,1990,79.3,,,,,
,,1990,84.3,,,,,
,,1990,83.5,,,,,
,,1990,84.3,,,,,
,,1990,87.4,,,,,
,,1990,78.7,,,,,
,,1990,83.4,,,,,
,,1990,83.2,,,,,
,,1990,84.2,,,,,
,,1990,83.3,,,,,
,,1990,81.2,,,,,
,,2000,93.1,,,,,
,,2000,91.2,,,,,
,,2000,92.9,,,,,
,,2000,90.6,,,,,
,,2000,92.9,,,,,
,,2000,92.7,,,,,
,,2000,96,,,,,
,,2000,97.7,,,,,
,,2000,97,,,,,
,,2000,92.5,,,,,
,,2000,97.1,,,,,
,,2000,96.5,,,,,
,,2000,98,,,,,
